,topic,model_name,summ_sent,sent_label,exp,type,category
1907,President Bush's Immigration Plan,model_D,"President Bush's immigration plan proposes to create a path to citizenship for illegal immigrants already in the United States, while also increasing border security measures and enforcing immigration laws.",no,"The text only mentions that President Bush is going to speak about his immigration plan, but does not specify what the plan includes, such as ""increasing border security measures and enforcing immigration laws.""",Extrinsic Information,marginal
1908,President Bush's Immigration Plan,model_D,The plan includes temporary worker programs and reforms to the legal immigration system.,no,There is no mention of what the immigration plan includes in the text.,Extrinsic Information,marginal
1909,President Bush's Immigration Plan,model_D,Critics argue that the plan rewards lawbreakers and undermines the integrity of the immigration system.,no,The text does not mention what critics argue about the plan.,Extrinsic Information,marginal
1912,Mitt Romney's campaign,Model-Extra,Mitt Romney compares running for president to competing in the Olympics.,no,Mitt Romney only alludes to the Olympics when he uses the Olympics that Salt Lake City hosted as justification for his ability to help the economy.,Reasoning Error,main
1916,Mitt Romney's campaign,model_A,They also highlight his focus on job creation and his belief in a strong military.,no,"The document did not mention Mitt Romney's focus on job creation outside of hinting at an exchange between him and Barack Obama regarding small business. Also, nowhere in the document was Romney's commitment to a 'strong military' mentioned.",Extrinsic Information,main
1919,Mitt Romney's campaign,model_B,"However, his campaign got off to a rough start in Britain.",no,"The document never mentions that Mitt Romney's campaign started in Britain. Also, it does not make sense that a campaign for the American presidency would start off in Britain.",Extrinsic Information,main
1921,Mitt Romney's campaign,model_C,"The ""political Olympics"" includes hurdles, the hurdles, synchronized diving, endless precision repetition, backstroke, weight lifting, gymnastics, and more.",no,"This sentence misrepresents the metaphorical nature of these 'events' as they are portrayed in the document. These 'events' are being used as concepts to make the connection between the different physical performances of these sports and the 'backflipping', 'diving', 'backstroking', 'heavy lifting' that presidential candidates perform during the campaign season.",Reasoning Error,main
1922,Mitt Romney's campaign,model_C,The candidates have to lift a lot of money and deliver results in the economy.,no,"These candidates do not have to already be delivering results in the economy in order to be elected *during* their campaign, but rather they have to make promises regarding the economy during their campaign so that they can deliver those results when and if they get elected.",Nuanced Meaning Shift,main
1926,Mitt Romney's campaign,model_E,"The document also mentions his recent trip to London, where he made comments about the city's preparedness for the Olympics that were criticized by the British press.",no,"The document does not mention at all that Mott Romney went to London and offered comments about its preparedness for the Olympics. The only (current and/or former) member of the British press mentioned in the document is Piers Morgan, which might be where the summary is making the mistake.",Extrinsic Information,main
1927,Olympic events and politics,model_A,"Romney compares his experience organizing the Salt Lake City winter games to turning around the American economy, while President Obama and his GOP opponents compete in the political Olympics.",no,"1. Romney mentions that the Salt Lake City winter games affected businesses that he's been associated with but the effect on the American economy is not discussed.
2. The political Olympics are discussed as Obama competing against just one GOP opponent, Matt Romney.","Extrinsic Information, Nuanced Meaning Shift",main
1928,Olympic events and politics,model_A,No major controversies thus far.,no,The document doesn't have information about whether there're any controversies.,Extrinsic Information,main
1931,Olympic events and politics,model_B,"The document compares the political competition between President Obama and Mitt Romney to the Olympic Games, suggesting that both candidates must compete in various events such as hurdles and pole vaulting, and they must be skilled in synchronized diving and gymnastics.",no,"Even though the document compares the political competition to the Olympics, it doesn't suggest that the candidates must in fact compete in the activities mentioned or be fit for them. The documents compares the candidates' campaigns and actions to these activities.",Reasoning Error,main
1933,Olympic events and politics,model_C,"The document discusses how the political Olympics, featuring events such as the hurdles, pole vault, and backstroke, are underway with Mitt Romney and President Obama competing in their own events.",no,"""Political Olympics"" do not actually feature the events mentioned, they are used as metaphors for the candidates' campaigns and actions.",Reasoning Error,main
1934,Olympic events and politics,model_C,Romney has to leap over GOP foes while Obama has to navigate gymnastics and swimming controversies.,no,"The sentence ""Obama has to navigate gymnastics and swimming controversies."" is incorrect. The metaphor is not understood correctly.",Reasoning Error,main
1935,Olympic events and politics,model_C,The two candidates also have different Olympic viewing plans.,no,"Actual viewing plans of the candidates are not presented in the document, the document only covers that Obama is a fan of basketball, and Romney hopes to watch some swimming.",Extrinsic Information,main
1941,Olympic events and politics,model_E,Both President Obama and Mitt Romney are expected to watch the Olympics in London and meet with athletes.,no,It is mentioned that President Obama already met basketball players but the document doesn't say that both President Obama and Mitt Romney are expected to meet with athletes.,Extrinsic Information,main
1942,President Obama's strategy,Model-Extra,President Obama is focusing on connecting with voters by portraying himself as an everyman.,no,"The source document does not mention that Obama is ""focusing on connecting with voters by portraying himself as an everyman"" directly, neither it contains sufficient information to support this claim.",Extrinsic Information,main
1943,President Obama's strategy,Model-Extra,He met with the Olympic basketball team to seem relatable.,no,"The claim that he met with the basketball team ""to seem relatable"" is not accurate as per source document it is a known fact that he is a ""big fan of theirs""",Reasoning Error,main
1944,President Obama's strategy,Model-Extra,"He is also emphasizing his leadership experience by framing his presidency as an economic ""turnaround"".",no,"It is Romney who is quoted in the source as using the term ""turnaround"" that the country is in need of, not Obama.",Mis-Referencing,main
1946,President Obama's strategy,model_A,"President Obama's strategy for the 2012 re-election campaign focuses on highlighting the economic recovery and job growth under his leadership, as well as portraying Republican challenger Mitt Romney as out of touch with the middle class.",no,"The claims about Obama's campaign focus is ""highlighting the economic recovery and job growth"", ""portraying Republican challenger Mitt Romney as out of touch with the middle class"" are not mention in the source document.",Extrinsic Information,main
1947,President Obama's strategy,model_A,"The campaign is also emphasizing voter turnout and targeting key demographic groups, including women and minorities.",no,"The sentence contains outside information that can not be directly inferred from the source document ""emphasizing voter turnout and targeting key demographic groups, including women and minorities.""",Extrinsic Information,main
1948,President Obama's strategy,model_B,"President Obama's strategy in the 2012 presidential election involves using targeted advertising to reach specific demographics, emphasizing his accomplishments and record in office, and contrasting his policies with those of his opponent, Mitt Romney.",no,"This sentence introduces new information that is not mentioned in the source document"" using targeted advertising to reach specific demographics, emphasizing his accomplishments and record in office"".",Extrinsic Information,main
1949,President Obama's strategy,model_B,He also plans to campaign heavily in battleground states and engage in debates with Romney to further his message.,no,"The facts that Obama ""plans to campaign heavily in battleground states"" and ""engage in debates with Romney"" are not found (and can't be inferred) in the source document.",Extrinsic Information,main
1952,President Obama's strategy,model_D,"The provided document discusses President Obama's strategy for the upcoming political Olympics, which involves highlighting his accomplishments and contrasting them with Mitt Romney's record.",no,"The source document does not contain much information on Obama's specific campaign strategy and the claim that part of his plan is ""highlighting his accomplishments and contrasting them with Mitt Romney's record"" is not supported.",Extrinsic Information,main
1953,President Obama's strategy,model_D,The strategy also includes using surrogates and social media to amplify the president's message.,no,"The source document has no information about president ""using surrogates and social media to amplify the message""",Extrinsic Information,main
1962,Efforts to address systemic inequality,model_B,"The document discusses efforts to address systemic inequality, including the importance of understanding the root causes of inequality and the need for systemic change to create a more equitable society.",no,"The text does not discuss systemic inequality, including the the importance of understanding the root causes of inequality and the need for systemic change.",Extrinsic Information,marginal
1963,Efforts to address systemic inequality,model_B,"The author argues that addressing inequality requires a multi-faceted approach that includes improving access to education, increasing job opportunities, and providing resources to marginalized communities.",no,The text does not include the author's argument that addressing inequality requires a multi-faceted approach.,Extrinsic Information,marginal
1964,Efforts to address systemic inequality,model_B,"The document emphasizes the importance of collective action and the need for individuals, organizations, and governments to work together to address systemic inequality.",no,"The text does not include any information about the importance of collective action or the need for individuals, organizations, and governments to work together to address systemic inequality.",Extrinsic Information,marginal
1965,Efforts to address systemic inequality,model_C,"The document highlights efforts to address systemic inequality, including increasing diversity and representation in various fields, improving access to education and healthcare, and promoting economic justice and fairness.",no,The text does not include information about systemic inequality.,Extrinsic Information,marginal
1966,Efforts to address systemic inequality,model_C,"It acknowledges that there is still much work to be done to overcome historical and structural inequalities, but emphasizes the importance of working towards a more equitable and just society.",no,There is not mention in the text about what needs to be done to overcome historical and structural inequalities.,Extrinsic Information,marginal
1967,Efforts to address systemic inequality,model_D,The document is about a letter written by Thomas Jefferson to a Republican congressman in which he argues that the government should not be responsible for internal improvements and should focus on reducing the national debt.,no,There is no mention in the text of Thomas Jefferson or the letter he wrote to a Republican congressman.,Extrinsic Information,marginal
1968,Efforts to address systemic inequality,model_D,He also expresses his belief that the federal government should not interfere with the rights of states to manage their own affairs.,no,The text does not include any information about Jefferson's beliefs about federal government interference in state affairs.,Extrinsic Information,marginal
1969,Efforts to address systemic inequality,model_D,Jefferson also mentions his opposition to a proposed federal bank and his belief that the power of the federal government should be limited in order to protect the rights of individuals.,no,The text does not include information about Jefferson opposing a federal bank or believing that the power of the federal government should be limited.,Extrinsic Information,marginal
1976,False narratives about racism,model_B,"The document discusses false narratives about racism, including the idea that individuals who oppose racism must be perfect and the notion that racism is a thing of the past.",no,The article does not discuss this,Extrinsic Information,main
1977,False narratives about racism,model_B,It argues that these narratives are harmful and prevent progress towards racial justice.,no,The article does not discuss this,Extrinsic Information,main
1978,False narratives about racism,model_B,The author emphasizes the importance of acknowledging and addressing racism in all its forms.,no,The article does not discuss this,Extrinsic Information,main
1982,Slavery and racism in America,model_A,"America has a history of slavery and racism, and Thomas Jefferson, who wrote that all men should be created equal, held hundreds of African-American slaves.",no,The text does not mention America's history of slavery and racism or that Thomas Jefferson held African-American slaves.,Extrinsic Information,marginal
1984,Slavery and racism in America,model_A,"Sally Kohn, on the other hand, believes that the false narrative is the idea that racism is a thing of the past, and that we need to be honest about its ongoing impact on society.",no,"Sally Kohn believes that the false narrative ""is about how we see racism in America today"" and not that ""racism is a thing of the past, and that we need to be honest about its ongoing impact on society.""",Nuanced Meaning Shift,marginal
1985,Slavery and racism in America,model_B,"Racism and slavery were deeply rooted in American history, with Thomas Jefferson and other Founding Fathers owning slaves despite their declarations of equality for all men.",no,"The text mentions Thomas Jefferson and his declaration that all men are created equal, but does not mention that he and other Founding Fathers owned slaves or that racism and slavery were deeply rooted in American history.",Extrinsic Information,marginal
1986,Slavery and racism in America,model_B,The country's long history of discrimination and oppression against African-Americans continues to this day.,no,The text does not mention the US's long history of discrimination and oppression against African-Americans that continues to this day.,Extrinsic Information,marginal
1987,Slavery and racism in America,model_C,"Slavery and racism have been a significant part of American history, with Thomas Jefferson being one of the founding fathers who held slaves and believed in the inferiority of African Americans.",no,"The text mentions Thomas Jefferson and his quote ""all men should be created equal"", but it does not mention that Jefferson held slaves and believed in the inferiority of African Americans",Extrinsic Information,marginal
1988,Slavery and racism in America,model_C,"This has shaped the country's past and present, with systemic racism and inequality persisting.",no,The text does not mention systemic racism or inequality or how they shaped the country's past and present.,Extrinsic Information,marginal
1989,Slavery and racism in America,Model-Extra,Slavery and racism were prevalent in America's founding.,no,There is no mention of slavery and racism being prevalent in America's founding.,Extrinsic Information,marginal
1990,Slavery and racism in America,Model-Extra,"Despite Jefferson's words, African Americans were enslaved.",no,"The text mentions Thomas Jefferson and his quote ""all men are created equal"", but it does not mention that African Americans were enslaved.",Extrinsic Information,marginal
1991,Slavery and racism in America,Model-Extra,Racism persists today in subtle forms.,no,There is no explicit mention that racism persists today in subtle forms.,Extrinsic Information,marginal
1992,Slavery and racism in America,Model-Extra,"Trump's criticism of black critics shows racism is still an issue, though his supporters deny it and point to his minority outreach.",no,"It is the panelists' opinions, and not a fact that ""Trump's criticism of black critics shows racism is still an issue"" and Trump's supporters deny he's a racist and point to his minority outreach.",Stating Opinion as Fact,marginal
1993,Slavery and racism in America,model_D,"The document discusses how the statement ""all men should be created equal"" in the Declaration of Independence was hypocritical as the founding fathers, including Thomas Jefferson, were slave owners.",no,"The text mentions Thomas Jefferson's statement ""all men should be created equal"", but it does not mention how the founding fathers were hypocritical since they were slave owners.",Extrinsic Information,marginal
1994,Slavery and racism in America,model_D,It also highlights how slavery and racism have been ingrained in American society and continue to impact people today.,no,The text does not make any mention of how slavery and racism have been ingrained in American society and still have an impact today.,Extrinsic Information,marginal
1997,Slavery and racism in America,model_E,"Sally Kohn, another CNN political commentator, agrees with Schwartz and believes there is a false narrative surrounding racism in America today.",no,"The text mentions that Sally Kohn believes that there is a false narrative surrounding racism in America today, but it is not clear that she agrees with Schwartz's statement about Donald Trump.",Reasoning Error,marginal
2030,Financial Meltdown,model_E,The segment notes that shame is a powerful force and has led to changes in behavior and company policies.,no,"In the source document, there is no explicit mention of ""company policies.""",Extrinsic Information,main
2031,Government Bailout,model_A,"AIG execs spent over $300,000 for a retreat one week after receiving a government bailout, which led to criticism from Congress.",no,The criticism towards AIG exec's spending is not necessarily from congress. The dialog hints at the public being the source of the criticism.,Reasoning Error,main
2032,Government Bailout,model_A,"The government bailed out the big three automakers, and CEOs flew in on private jets to ask for the bailout.",no,It is not clear whether the automakers were bailed out.,Extrinsic Information,main
2038,Government Bailout,model_B,Rush Limbaugh's feud with Obama.,no,Newly-introduced entities. The feud between President Obama and Limbaugh was not addressed in the dialog excerpt.,Extrinsic Information,main
2045,Government Bailout,model_E,The document discusses the public outrage and pushback against the government bailout of banks and CEOs during the financial meltdown.,no,"The outrage is not towards government bailouts, but rather towards spending habits while needing the help.",Mis-Referencing,main
2054,Background check system,Model-Extra,"The NRA previously organized boycotts against gun makers who backed gun control, so companies obey the NRA to avoid financial harm.",no,"The source article does not state that the NRA organized a boycott, it states that the NRA encouraged gun buyers to boycott Smith & Wesson.",Nuanced Meaning Shift,main
2059,Background check system,model_C,"The gun industry is generally in favor of a comprehensive background check system, but they do not actively advocate for it.",no,The source article does not state that the gun industry is generally in favor of comprehensive background check system. The gun industry is agnostic to it.,Nuanced Meaning Shift,main
2065,Gun control reforms,model_A,"Gun manufacturers may support some gun control reforms, but the NRA's extreme stance and ability to organize boycotts makes it difficult.",no,Lack of objecting and compromising on certain reforms isn't necessarily the same as supporting them.,Nuanced Meaning Shift,main
2069,Gun control reforms,Model-Extra,The NRA previously organized boycotts against companies supporting gun control.,no,The specific boycott cited was in relation to a gun manufacturer reaching a truce with the government and other officials suing the gun industry. This truce isn't the same supporting gun control.,Nuanced Meaning Shift,main
2074,Gun control reforms,model_C,"The gun industry is agnostic on comprehensive background checks, which is a top priority of the White House and Congress.",no,"A proposal from Congress that includes comprehensive background checks is mentioned in the document as a top priority for the White House, not both the White House and Congress.",Mis-Referencing,main
2075,Gun control reforms,model_D,"The gun industry is mostly in favor of making the background check system comprehensive, but is not actively fighting for it due to the NRA's opposition.",no,"The industry does not oppose comprehensive background checks (the document describes their stance as ""agnostic"") but that does not equal support.",Reasoning Error,main
2081,Gun control reforms,model_E,"The NRA has taken a pugnacious stance in the wake of the Newtown Elementary School massacre, and the industry has not tried to deter them due to fear of consumer boycotts and the hype benefiting the industry.",no,"Describing the NRA's stance as ""pugnacious"" is inflammatory and opinionated. It would be factually consistent if this were a cited opinion from the document.",Stating Opinion as Fact,main
2082,Gun industry's relationship with NRA,model_A,The document discusses the uneasy alliance between the gun industry and the NRA in the fight over gun control.,no,"The 'uneasy alliance' discussed in the document is actually merely the opinion of Paul Barrett. He portrays the relationship between the NRA and the gun industry as uneasy, but it is his opinion.",Stating Opinion as Fact,main
2083,Gun industry's relationship with NRA,model_A,"The NRA's pugnacious stance following the Newtown massacre has caused some in the gun industry to cringe, but they are afraid to speak out due to potential boycotts and the fact that the NRA's rhetoric actually benefits the industry.",no,This sentence misrepresents the opinion of Paul Barrett with regard to the NRA's stance on the Newtown Massacre as a fact (e.g. that the stance was 'pugnacious'.) This sentence is an editorialized portrayal of events.,Stating Opinion as Fact,main
2084,Gun industry's relationship with NRA,model_A,"The gun industry is agnostic on comprehensive background checks, but unlikely to publicly oppose the NRA's stance.",no,"That the gun industry is 'unlikely' to oppose the NRA stance takes the opinion of Barrett and presents it as fact, even though they might actually be unlikely to oppose it given their similar interests.",Stating Opinion as Fact,main
2085,Gun industry's relationship with NRA,model_B,"The gun industry and the NRA have an uneasy alliance, with the NRA setting the terms of the debate and the gun industry following along.",no,This sentence portrays the opinion of Paul Barrett with regard to the relationship between the NRA and the gun industry as fact.,Stating Opinion as Fact,main
2086,Gun industry's relationship with NRA,model_B,"Some gun makers cringe at the NRA's extreme stance, but they are afraid of boycotts and the NRA's hype actually benefits the industry.",no,This sentence is the opinion of Paul Barrett.,Stating Opinion as Fact,main
2087,Gun industry's relationship with NRA,model_C,The gun industry and the National Rifle Association (NRA) have an uneasy alliance in the fight over gun control.,no,Paul Barrett's opinion that they have an uneasy alliance is being portrayed as fact in this sentence.,Stating Opinion as Fact,main
2089,Gun industry's relationship with NRA,model_C,"Although they share common interests, the gun industry may not always have the same opinions about fighting changes in gun laws, and the NRA sets the terms of the debate.",no,"It is the opinion of Paul Barrett, and not fact, that the NRA 'sets the terms of the debate' when it comes to gun control.",Stating Opinion as Fact,main
2090,Gun industry's relationship with NRA,model_C,"The gun industry obeys the NRA, and the NRA's extremism benefits the gun industry.",no,This sentence misconstrues the opinions of Paul Barrett as fact.,Stating Opinion as Fact,main
2091,Gun industry's relationship with NRA,model_D,The gun industry and the National Rifle Association (NRA) share common interests but have different opinions about gun laws.,no,No statement of fact is made that the gun industry as a whole has different opinions than the NRA when it comes to gun laws. The only statements that claim that are ones of opinion from Paul Barrett.,Stating Opinion as Fact,main
2092,Gun industry's relationship with NRA,model_D,"The NRA sets the terms of the debate and the gun industry follows, but the NRA's recent extreme stance has caused some in the gun industry to cringe, including the possibility of boycotts.",no,"This is misportraying the opinion of Paul Barrett as fact. It is Barrett's opinion that the 'NRA sets the terms of the debate and the gun industry follows."" The statement that people in the gun industry have 'cringed' at statements made by the NRA is speculation by Paul Barrett and is not supported by facts. It is his assumption and guess that people in the gun industry have 'cringed' at NRA statements.",Stating Opinion as Fact,main
2094,Gun industry's relationship with NRA,Model-Extra,The gun industry follows the NRA's extreme positions out of fear of consumer boycotts and because NRA hype benefits sales.,no,This sentence portrays the opinion of Paul Barrett with regard to the relationship between the NRA and the gun industry as fact.,Stating Opinion as Fact,main
2097,Gun industry's relationship with NRA,Model-Extra,The industry stays silent to avoid fighting the NRA publicly.,no,This is the opinion of Paul Barrett.,Stating Opinion as Fact,main
2099,Gun industry's relationship with NRA,model_E,"The NRA sets the terms of the debate, and while the gun industry may cringe at some of the NRA's extreme stances, they do not take action against them due to fear of consumer boycotts organized by the NRA.",no,It is the opinion of Paul Barrett that the NRA 'sets the terms of the debate' when it comes to the gun industry.,Stating Opinion as Fact,main
2116,Anthrax diagnosis,Model-Extra,"Separately, an NJ postal worker tested positive for anthrax exposure, one of over 40 cases nationwide.",no,"Wrong conclusion. There are 40 reported cases, but that number has not been confirmed yet.",Reasoning Error,main
2130,Mail room testing,Model-Extra,"Over 40 people have now tested positive for anthrax exposure, though most just exposure, not anthrax disease.",no,This info cannot be verified,Extrinsic Information,marginal
2142,Mail room testing,model_E,"There have been reports of anthrax exposure among CBS employees, including a young woman who works in the mail room.",no,We know about only one employee.,Nuanced Meaning Shift,marginal
2177,Mars rover landing,Model-Extra,"If successful, the landing will allow the rover to explore the surface and search for signs of life.",no,This information is newly introduced and not included in the source document.,Extrinsic Information,marginal
2179,Mars rover landing,model_A,"The rover, named Curiosity, is about the size of a small SUV and will study the planet's geology and climate.",no,The purpose/duties of the rover after it lands is never mentioned in the document,Extrinsic Information,marginal
2186,Mars rover landing,model_D,The mission aims to study the Red Planet's geology and potential for sustaining life.,no,The mission aims/purposes are not mentioned in the document.,Extrinsic Information,marginal
2190,Tunisian gymnast and revolution,Model-Extra,"During 2011 revolution, he defended his neighborhood.",no,It doesn't specify that it was 2011,Extrinsic Information,main
2191,Tunisian gymnast and revolution,Model-Extra,He paused training to join protests.,no,There is no evidence to support that he paused training to join protests.,Extrinsic Information,main
2201,Tunisian gymnast and revolution,model_C,Tunisian gymnast Wajdi Bouallegue was unable to train during the Arab uprisings and suffered injuries.,no,The text does not state that he suffered injuries (nor that training was put on hold),Extrinsic Information,main
2202,Tunisian gymnast and revolution,model_C,"He was part of a neighborhood watch during the revolution, and his former home was used as a symbol of the revolution.",no,"Not Wajdi's, but the toppled Tunisian president's borther-in-law.",Mis-Referencing,main
2211,Investigation updates,model_B,"Families notified, and eight rescued crew members are being cared for by the Navy.",no,This statement cannot be verified,Extrinsic Information,main
2215,Investigation updates,model_C,The sailors were assigned to the USS Ronald Reagan and were among 11 crew and passengers on the plane.,no,Only two of them were assigned to the USS Ronald Reagan. There is one assigned to provider's fleet of logistical support squadron 30.,Nuanced Meaning Shift,main
2224,Investigation updates,model_E,"The document emphasizes the importance of learning from these incidents to prevent future tragedies, and provides information on ongoing investigations and safety measures being implemented.",no,In the document there is not clear and direct reference to the process of learning.,Extrinsic Information,main
2237,Navy personnel information,model_C,"The Navy is facing a shortage of personnel, particularly in critical areas such as submarine specialists and naval aviators.",no,The discussion topics about the Navy was not centered around staffing issues.,Nuanced Meaning Shift,main
2238,Navy personnel information,model_C,The Navy is also struggling to retain experienced personnel due to low pay and long work hours.,no,The discussion topics about the Navy was not centered around staffing issues.,Extrinsic Information,main
2241,Navy personnel information,model_D,All three are assigned to the Provider Fleet Logistic Support Squadron 30 and were among 11 crew and passengers on the C-2 Greyhound aircraft.,no,One is assigned to provider's fleet of logistical support squadron 30 and two are assigned to USS Ronald Reagan.,Nuanced Meaning Shift,main
2246,Plane crash details,model_A,"On February 21, a U.S. Navy plane carrying 11 crew and passengers crashed off the coast of Japan during a training exercise.",no,"1. The date is not specified in the document.
2. We don't know if they were in a training exercise.","Extrinsic Information, Reasoning Error",main
2253,Plane crash details,model_C,"The men were assigned to provider's fleet of logistical support squadron 30, and Airman Matthew Chialastri and Airman Apprentice Bryan Grosso were also onboard.",no,These are not the correct affiliations for the men.,Reasoning Error,main
2259,Plane crash details,Model-Extra,8 others were rescued but they died.,no,The eight rescued men did not die.,Contradiction,main
2262,Plane crash details,model_E,"The plane was a C-2A ""Greyhound"" transport aircraft.",no,Nowhere is this type of plane mentioned.,Extrinsic Information,main
2269,AT&T-Time Warner Merger,model_A,The merger received approval in October 2018.,no,The merger approval is not mentioned. The trial in the document is ongoing so this information would not be available.,Extrinsic Information,marginal
2288,Diplomatic Expulsions,model_C,"Russia is closing the US consulate in Saint Petersburg and the US is shutting down the Russian consulate in Washington, D.C.",no,"The source document does not mention which Russian consulate was closed in the US, so the claim that it is in ""Washington"" is not grounded in the source.",Extrinsic Information,main
2344,Illegal immigration,Model-Extra,Their treatment is controversial as Cubans are welcomed but Haitians face deportation.,no,"This can be a bit misleading, as the issue in the text is that Cubans are allowed to stay while Haitians are often turned back. Doesn't mean that Cubans are ""welcomed,"" however. ""Welcome"" conveys a more positive attitude.",Nuanced Meaning Shift,main
2366,Political asylum,model_E,"They will be processed and have the opportunity to make a case for political asylum, which is not automatically granted to Haitians like it is to Cubans.",no,"This does not portray the causal relationship between Cuban migrants arriving and their admission into the United States accurately. The summary suggests that political asylum is automatically granted to Cubans in general, which the document does not support. However, Cubans are automatically able to stay in the US if they reach the shores, which is not the case with Haitians. There may be a connection between political asylum and Cubans being able to stay, but it is not explicitly made in the doc yet it is implied here.",Reasoning Error,main
2368,Administration officials and truth in the White House,Model-Extra,"Administration officials claimed they were unaware of the anonymous ""NYT"" op-ed.",no,"The text mentions that administration officials is trying ""to figure out which one of their own is not telling the truth"" and not that they were unaware of the anonymous ""NYT"" op-ed.",Reasoning Error,marginal
2370,Administration officials and truth in the White House,Model-Extra,"However, Woodward's book and the op-ed suggest a crisis in the Trump administration with officials concealing information from the President to protect the country.",no,"The text mentions that Woodward's book and the op-ed suggest a crisis in the Trump administration, but it does not mention that officials are concealing information from the President to protect the country.",Extrinsic Information,marginal
2372,Administration officials and truth in the White House,model_A,The first White House briefing in nearly three weeks is expected to address these issues.,no,"The text mentions the first White House briefing, but does not mention that the issue of truth will be addressed during that briefing.",Extrinsic Information,marginal
2373,Administration officials and truth in the White House,model_B,"Administration officials struggle to tell truth in White House, claims Woodward in new book.",no,"The text mentions that administration officials trying to figure out ""which one of their own is not telling the truth"", and not that those officials are struggling to tell the truth, which has been incorrectly attributed as something stated in Woodward's new book.",Reasoning Error,marginal
2386,Trump's response to Woodward's book,model_B,Trump also cites General Mattis and General Kelly as saying the book is not true.,no,"This statement is ambiguous. Trump does not directly cite General Mattis and General Kelly. Trump cited Savannah Guthrie, and Savannah Guthrie mentioned General Mattis and General Kelly.",Mis-Referencing,marginal
2392,Trump's response to Woodward's book,model_D,"Trump also says that his own advisers, including Jim Mattis and John Kelly, have denied the accuracy of the book's claims.",no,"1. We can't verify this claim as Trump's words in the text are ambiguous. Trump does not directly cite General Mattis and General Kelly. Trump cited Savannah Guthrie, and Savannah Guthrie mentioned General Mattis and General Kelly.
2. It is not clear from the document whether Jim Mattis and John Kelly are Trump's advisers.",Mis-Referencing,marginal
2394,Trump's response to Woodward's book,model_E,"He cited two of his top officials, Mattis and Kelly, denying the claims made in the book.",no,"This statement is ambiguous. Trump does not directly cite General Mattis and General Kelly. Trump cited Savannah Guthrie, and Savannah Guthrie mentioned General Mattis and General Kelly.",Mis-Referencing,marginal
2395,Trump's response to Woodward's book,model_E,Trump also criticized Woodward's credibility and accused him of being a Dem operative.,no,"Trump does not accuse Woodward of being a Dem operative. He said Woodward is one ""who is like a Dem operative prior to the midterms""",Nuanced Meaning Shift,marginal
2422,Trump and Ivana's spat,Model-Extra,"Melania Trump responded angrily, saying she is the only First Lady.",no,"There is no explicit mention of the (similar) word ""angrily""--""a different tone"" does not mean ""angry"".",Reasoning Error,main
2432,Trump and Ivana's spat,model_E,"Andy Cohen, executive producer of the ""Real Housewives"" franchise, jokingly offered to mediate a reunion with Ivana Trump, Marla Maples, and Ivanka Trump.",no,The word 'jokingly': the tone doesn't seem like a joke.,Extrinsic Information,main
2441,Criticism of Bush Administration's Approach,model_C,"Some Democrats and key Republicans criticize the Bush administration's approach to North Korea, saying it should talk to North Korea without conditions and offer no incentives until they abandon their nuclear weapons program.",no,"The phrase ""offer no incentives until they abandon their nuclear weapons program."" was asserted by Mr. Bush.",Mis-Referencing,main
2445,Criticism of Bush Administration's Approach,model_E,The Bush administration's approach towards North Korea is facing criticism from both Democrats and Republicans.,no,"""Republicans"" should be replaced with ""some key Republicans"".",Mis-Referencing,main
2450,Diplomacy vs. Aggression,Model-Extra,North Korea wants talks but threatens missile tests.,no,"The document says that the word from North Korea that it will resume missile tests are of ""concern"" to the administration of the United States, but it not said explicitly that North Korea uses these words as a threat.",Reasoning Error,main
2451,Diplomacy vs. Aggression,Model-Extra,South Korea urges less aggression.,no,"The document says that South Korea believes that the U.S. administration's approach is too hard-line, but it does not give information about South Korea urging for ""less aggression.""",Extrinsic Information,main
2460,Diplomacy vs. Aggression,model_C,"While North Korea is making angry statements and restarting its nuclear program, the US is sticking to diplomacy and insisting that North Korea must publicly agree to abandon its nuclear weapons program before any talks can happen.",no,"The document mentions that the United States may have talks with North Korea, even though they are not scheduled, the officials do not ""rule them out.""",Nuanced Meaning Shift,main
2464,Diplomacy vs. Aggression,model_D,"The administration maintains that all options, including military force, are on the table.",no,"The document quotes the opinion of Mr. McCain that ""the president should keep all options on the table"", it is not said that the administration actually maintains that.",Mis-Referencing,main
2472,North Korea's Nuclear Plans,model_B,"The Bush administration is under fire for this approach, with some Democrats and Republicans calling for direct talks and keeping military options on the table.",no,"This summary sentence implies that Democrats are also wanting to keep military options on the table. The text does not say this, though. Only a Republican John McCain mentioned this point.",Mis-Referencing,main
2476,North Korea's Nuclear Plans,model_C,"There are calls from both Democrats and Republicans for direct dialogue and for all options, including military force, to be on the table.",no,The text doesn't say that Democrats also want to keep military force as an option. Only a Republican John McCain mentioned this point.,Mis-Referencing,main
2486,North Korea's Nuclear Plans,model_E,The Bush administration is sticking to diplomacy while North Korea aims angry words at the US and plans to resume missile tests.,no,"Not sure what ""angry words"" here means.",Extrinsic Information,main
2502,Shadow foreign policy,Model-Extra,Giuliani pushed out the ambassador and took control of Ukraine policy with others.,no,"According to the document, it wasn't just Rudy Giuliani who pushed the ambassador out, it was done by Rudy Giuliani and the president.",Mis-Referencing,main
