,topic,model_name,summ_sent,sent_label,exp,type,category
1847,Eagle Scout honor,model_C,"The mayor and Councilmember Vella-Wilkinson attended the Eagle Court of Honor held on June 26 at Franklin Park, where the eight individuals were honored.",no,"1. The Mayor did not attend the Eagle Court of Honor. Councilmember Desai attended the event on his behalf.
2. There is no mention of Councilmember Vella-Wilkinson in this document.","Mis-Referencing, Extrinsic Information",main
1848,Eagle Scout honor,model_C,The document also mentions that Boy Scout Troop 73 in Alameda was involved in the event.,no,"It is incorrect to say that Boy Scout Troop 73 was ""involved"" in the event. The only members of this troop who are mentioned to be involved are those who earned Eagle Scout badges.",Nuanced Meaning Shift,main
1853,Eagle Scout honor,Model-Extra,"He recognized eight young men who earned the rank of Eagle Scout: Henry Bank, Terry Banchory, Brendan Cook, Jonathan Hildreth, Andrew Jurek, Eric Jurek, Zachary Quayle, and Tibor Thompson.",no,"One person mentioned in the document is missing (Vander von Stroheim). However, there seems to be a transcription error in the document because with current punctuation, there are nine names listed instead of eight.",Extrinsic Information,main
1856,Eagle Scout honor,model_E,The mayor attended the Eagle Court of Honor and thanked the individuals for their hard work.,no,The Mayor did not attend the Eagle Court of Honor. Councilmember Desai attended the event on his behalf.,"Mis-Referencing, Contradiction",main
1858,Community services,model_A,Community services: Eight young men earned the Eagle Scout rank by completing 25 community services.,no,"It is not completely accurate that the eight young men completed ""25 community services.""
The document reports that they completed a ""minimum"" of 25 community activities.",Nuanced Meaning Shift,main
1859,Community services,model_A,Boy Scout Troop 73 in Alameda will hold a Relay for Life event on July 24 at Lydecker Park.,no,"It is incorrect that the Relay for Life event will be held by Boy Scout Troop 73. Boy Scout Troop 73 refers to the troop of the eight young men who earned their Eagle Scout badges on June 26, as reported by Speaker 2.",Mis-Referencing,main
1861,Community services,model_A,Nathaniel Basco's Eagle Scout project is a piano for the community to share at Nob Hill.,no,"The first part of the sentence is factually consistent, but it is not said in the document that the project itself includes any specific location. The project itself is ""a piano for the community to share"", and Speaker 0 reports that it will be ""available at our side of Nob Hill"" and then is going be moved to a ""permanent location.""",Reasoning Error,main
1865,Community services,Model-Extra,The council also announced a Relay for Life event Saturday to support cancer research and an app to report airport noise.,no,"The document does not have information about ""Relay for Life"" supporting cancer research. It says that the event supports ""those with cancer and survivors.""",Reasoning Error,main
1866,Community services,Model-Extra,A donated public piano will be available for three weeks.,no,"The document does not specify that the piano for the community project is ""donated."" It only says that it's ""a piano for the community to share.""",Reasoning Error,main
1869,Community services,model_C,"During the Alameda City Council meeting, Councilmember Desai entered the names of eight young men who earned their Eagle Scout rank by completing various community services.",no,"The tense ""entered"" seems to be incorrect. The names have not been entered into the record during the meeting. It only mentions that Speaker 2 wants for them to be entered.",Tense/Modality Error,main
1872,Community services,model_C,"Finally, Nathaniel Basco, a Boy Scout, had completed an Eagle Scout project by creating a piano for the community to share.",no,"It is said that Nathaniel Basco had ""come up"" with this project, but it is not said that it had been completed by him.",Nuanced Meaning Shift,main
1874,Community services,model_D,"Councilmember Desai entered their names into the record, while Councilmember Harris shared information about the Relay for Life event and an app to report airplane noise.",no,It only mentions that councilmember Desai wanted to enter their names into the record. It cannot be confirmed that councilmember Desai entered their names into the record.,Reasoning Error,main
1882,Relay for Life event,model_C,The event is organized by Boy Scout Troop 73 in Alameda.,no,There is no necessary connection between Boy Scout Troop 73 and the organization of the Relay for Life event.,Reasoning Error,main
1888,Relay for Life event,Model-Extra,Councilmember Spencer announced an upcoming Relay for Life event on July 24th to raise funds for the American Cancer Society.,no,The American Cancer Society is not mentioned at all in the document.,Extrinsic Information,main
1889,Relay for Life event,Model-Extra,The event will be held from 6 to 10 pm at Lincoln Park.,no,Lincoln Park is not mentioned in the document. It should be at Lydecker Park.,Mis-Referencing,main
1913,Work Plan Approval,model_A,Resolution 1066 is a motion to approve the District's 2017 Annual Work Plan and Budget.,no,"The source document does not include information about resolution 1066, it is introduced at the end of the document and no details are provided. ""motion to approve the District's 2017 Annual Work Plan and Budget"" is resolution 1065",Mis-Referencing,main
1927,Work Plan Approval,model_D,"City staff recommends approval, and there are no public speakers for the hearing.",no,"There was one speaker ""Jeffrey Erb"" a legal counsel who was there to answer questions.",Contradiction,main
1929,Work Plan Approval,model_D,The Council is now convened as the Board of Directors of the Gateway Village General Improvement District.,no,"It is mentioned in the source that the council is convened as the Board of Directors of ""Rhino Denver General Improvement District"", not ""Gateway Village General Improvement District""",Mis-Referencing,main
1934,Annual Financial Report,model_A,"The provided document is a staff report for the Gateway Village General Improvement District's 2017 Annual Work Plan and Budget, which proposes overall expenditures of $315,000 and total revenues of $484,022.",no,"The claim ""The provided document is a staff report"" is not entirely accurate as the document includes staff report presentation and voting on the Resolution 1065.",Nuanced Meaning Shift,marginal
1942,Annual Financial Report,model_D,"The Annual Financial Report provides an overview of the district's financial performance and highlights key financial information for the fiscal year ending December 31, 2020.",no,"1. The sentence is not grounded in the source. The source document does not mention ""fiscal year ending December 31, 2020"".
2. The claim that the document ""financial performance"" is not accurate either as it mainly discusses the ""Annual Work Plan and Budget""",Extrinsic Information,marginal
1943,Annual Financial Report,model_D,"It includes statements on the district's financial condition, changes in net assets, and cash flows.",no,"""cash flows"" is not discussed in the source document.",Extrinsic Information,marginal
1944,Annual Financial Report,model_D,"The report also provides detailed information on the district's revenues, expenditures, and fund balances.",no,"""district's revenues, expenditures, and fund balances"" are not discussed in the document in plural (for number of years). It only mentions proposed revenues and expenditure for 2017, and no ""fund balances""",Extrinsic Information,marginal
2012,Bike Registration Program,model_C,The cost for the program is minimal and supported by the police department.,no,"The document does not say that the cost is ""supported by the police department."" The police department is said to support the development of a bicycle registration program.",Reasoning Error,main
2029,Free Voluntary Program,model_A,The program is supported by the police department and the community.,no,"The source document does not mention anything to support that claim that ""community"" supports the program.",Extrinsic Information,main
2063,Collective Bargaining Agreements,model_A,"The agreements affect up to 310 regular sitting employees and up to 530 active temporary employees, and last until the end of December 2018.",no,The source article mentions the number of regular sitting and active temporary employees but it does not match the figures in the summary.,Reasoning Error,main
2070,Collective Bargaining Agreements,model_C,"The report concerns three collective bargaining agreements between the City of Seattle and different unions, affecting up to 475 employees.",no,"The number of employees affected does not match. There are 125 (agreement 1) + 15 (agreement 2) + 150 (agreement 3) = 290 regular city employees being affected, and 225 (agreement 1) + 200 (agreement 2) = 425 active temporary employees being affected. There are up to 290 + 425 = 715 affected employees.",Reasoning Error,main
2072,Collective Bargaining Agreements,model_C,Councilmember Burgess is filling in for Councilmember Bagshaw in her absence.,no,It is unverifiable if Councilmember Burgess is filling in for Councilmember Bagshaw in her absence.,Extrinsic Information,main
2076,Collective Bargaining Agreements,model_D,"The agreements are recommended for approval, and all pass with eight in favor and nine opposed.",no,"There is ""none"" opposed. Given the context, it can be inferred that ""nine"" is an transcription error.",Reasoning Error,main
2085,Labor Standards Advisory Commission,model_B,"The agreements last until December 12, 2018.",no,"The agreements last until the end of December 2018. ""[E]nd of 12th December 2018"" does appear in the source, but ""12th"" here is very likely a restatement of December according to the context.",Reasoning Error,marginal
2098,Union Contracts for City Employees,model_B,"The agreements affect up to 15 regular city employees and up to 200 active temporary employees, with the Washington State Council of County and City Employees representing 150 regular city employees.",no,The sentence mixed the numbers from different agreements. The second agreement affect up to 15 regular city employees and up to 200 active temporary employees. The third agreement mentions 150 regular city employees. All three agreements totally affect up to 290 regular city employees and 425 active temporary employees.,Reasoning Error,main
2101,Union Contracts for City Employees,model_C,The bills passed with some opposition.,no,"There is no opposition. There is ""none"" opposed according to the document. Given the context, it can be inferred that ""nine"" is an transcription error.",Reasoning Error,main
2104,Union Contracts for City Employees,model_D,The agreements affect up to 475 regular and active temporary city employees and are valid until the end of December 2018.,no,"The amount of employees affected by these agreements is up to 715, but 475. There are 125 (agreement 1) + 15 (agreement 2) + 150 (agreement 3) = 290 regular city employees being affected, and 225 (agreement 1) + 200 (agreement 2) = 425 active temporary employees being affected. There are up to 290 + 425 = 715 affected employees.",Reasoning Error,main
2107,Union Contracts for City Employees,model_E,"Three bills introduced on March 21, 2016, authorize the mayor to implement collective bargaining agreements between the city and three different union bodies, affecting up to 375 employees.",no,"The amount of employees mentioned in the document is 715, not 375. There are 125 (agreement 1) + 15 (agreement 2) + 150 (agreement 3) = 290 regular city employees being affected, and 225 (agreement 1) + 200 (agreement 2) = 425 active temporary employees being affected. There are up to 290 + 425 = 715 affected employees.",Reasoning Error,main
2108,Union Contracts for City Employees,model_E,"The agreements are with Public Service and Industrial Employees Local 1239, Teamsters Local Union Number 117, and Washington State Council of County and City Employees AFSCME Local 21, and all expire on December 12, 2018.",no,"It is incorrect that all the agreements expire on December 12, 2018. The document reports that they ""last to the end of December 2018.""",Reasoning Error,main
2109,Union Contracts for City Employees,model_E,The bills were recommended for approval and passed with eight in favor and nine opposed.,no,"There is ""none"" opposed. Given the context, it can be inferred that ""nine"" is an transcription error.",Reasoning Error,main
2121,Council Meeting Transcript,model_C,No action was taken on any items during the Council Meeting.,no,"The sentence is not truthful as per source ""The proclamations and resolutions have been adopted and the bills have been placed upon final consideration and do pass"", so these can be considered ""actions taken"".",Reasoning Error,main
2131,Council Meeting Transcript,Model-Extra,Councilmember Torres commented on an upcoming bill regarding Denver Parks and Recreation.,no,"Councilmember Torres did not comment, per source he said ""I'll save comments for final consideration"". He announced that ""next week we will have staff from Denver Parks and Recreation, as well as Jerry Smith, who staffs the Denver American Indian Commission, available for any questions""",Tense/Modality Error,main
2133,Resolution and Bill Adoption,model_A,The Council adopted Council Resolution 20-1-0386 and Council Bill 21-351.,no,Resolution 20-1-0386 was adopted but Bill 21-351 was only introduced at the council meeting.,Reasoning Error,main
2145,Resolution and Bill Adoption,model_E,Council Resolution 20 1-0386 and Council Bill 21 351 were adopted by the city council.,no,Bill 21 351 was introduced but not voted on while Resolution 20 1-0386 was adopted.,Reasoning Error,main
2146,Resolution and Bill Adoption,model_E,No further action was taken on pending items.,no,"This sentence is too general and does not hold for both the resolution Resolution 20 1-0386 and Bill 21 351. After Resolution 20 1-0386 was adopted and Bill 21 351 was introduced, there a block vote on some items.",Reasoning Error,main
2154,Public Hearing on Council Bill 13,model_B,The document concludes with a summary of the public hearing requirements for Council Bill 13.,no,"The public hearing itself is only briefly mentioned, and there is no space given to allow the disclosure of the hearing requirements.",Reasoning Error,marginal
2162,Public Hearing on Council Bill 13,model_E,The hearing will take place on January 27th at 5:30 PM in the City Council Chambers.,no,"No date or time is found in source, could be legitimate or complete hallucination",Extrinsic Information,marginal
2165,Ordinance amending development fees,model_A,"There is a legal challenge to the proceeding, and the city staff will provide a written response.",no,"The claim that ""the city staff will provide a written response"" is not entirely accurate as in the source Mr. Garfinkle suggests that ""we should get response from our city staff"", but it is not clear if the response is definitely ""will provide"" as claimed.",Reasoning Error,main
2181,Ordinance amending development fees,model_E,The ordinance repeals 27 dash for only two-point development impact and gets rid of a letter in its entirety.,no,"""gets rid of a letter"" is not mentioned in the source document, so there is no support of the claim validity.",Extrinsic Information,main
2187,Legal challenge to proceedings,model_B,The speaker suggested that the city staff should provide a response in writing to address the legal challenge.,no,"While the document does say the speaker suggests getting a response from city staff, this is after the speaker specifies that said staff would be the city manager and city attorney. The meaning imbued in this sentence is that ANY city staff would be able to provide a written response to address the legal challenge, regardless of qualification or relevance to their job.",Reasoning Error,main
2192,Legal challenge to proceedings,model_D,A speaker suggests that the city should hear from the city manager and city attorney to determine the validity of the challenge before proceeding.,no,"This is accurate but missing a crucial piece of info that changes the factual consistency. The speaker suggests that they hear from the city manager and city attorney IN WRITING (""we should hear from the city manager in writing and the city attorney in writing""). As written, it seems an informal consultation or unrecorded conversation would be acceptable versus having something on the record, which is why the inclusion of ""in writing"" is necessary here.",Extrinsic Information,main
2198,Reappointment and appointment of board members,model_A,The City Council approves the reappointment of Thomas Saxby and Adam Gillet to the Historical Advisory Board and the appointment of Tierney Ringer as a member of the Public Art Commission.,no,"The source document indicates that Adam Gillet is being reappointed to the Public Art Commission, and not the Historical Advisory Board.",Mis-Referencing,main
2203,Reappointment and appointment of board members,model_C,"The City Council is considering the reappointment of Thomas Saxby and Gerald 70 to their respective boards and the appointment of Adam Gillet, Tierney Ringer, and Samantha Soules to the Public Art Commission, Transportation Commission, and Historical Advisory Board, respectively.",no,"The text indicates that Samantha Soules was appointed to the Transportation Commission, and not appointed to the Historical Advisory Board.",Mis-Referencing,main
2208,Reappointment and appointment of board members,model_E,The city council is reappointing Thomas Saxby and Adam Gillet as members of the Historical Advisory Board and appointing Tierney Ringer and Samantha Soules as members of the Public Art Commission.,no,"1. The source indicates that Adam Gillet is being reappointed to the Public Art Commission and not the Historical Advisory Board.
2. The source also indicates that Samantha Soules is being appointed to the Transportation Commission, and not the Public Art Commission.",Mis-Referencing,main
2221,Election postponement,Model-Extra,The council voted to certify election results.,no,"The text indicates that the council voted to certify the election results, but that is related to an item voted on previously and not to the election postponement recommendation.",Nuanced Meaning Shift,main
2238,Hiring a retired US federal judge,model_B,City declares state of emergency and hires a retired US federal judge to help bring the city back on track during the postponement of the election for one year.,no,"All of this in the sentence is the proposition made by the speaker, and it is not yet happening, as the verb tense suggests.",Tense/Modality Error,marginal
2242,Contract details,model_A,Contract details: Hrb Inc. will replace the existing 12-inch water main with a new 12-inch water main along South Pacific Coast Highway from 13th street to 17th street in Long Beach.,no,None of this information is apparent in the document besides the company Hrb Inc.,Extrinsic Information,marginal
2243,Contract details,model_A,"The project will include the installation of new water services, fire hydrants, and valves.",no,None of this information is apparent in the document.,Extrinsic Information,marginal
2244,Contract details,model_A,The project is estimated to cost $1.5 million and will be completed within 120 days.,no,None of this information is apparent in the document.,Extrinsic Information,marginal
2246,Contract details,model_B,"Hrb Inc. will provide all labor, equipment, and materials necessary for the project.",no,None of this information is apparent in the document.,Extrinsic Information,marginal
2247,Contract details,model_B,"The contract amount is not to exceed $2,086,740.",no,None of this information is apparent in the document.,Extrinsic Information,marginal
2248,Contract details,model_B,"The city manager is authorized to approve change orders up to $100,000 without further council approval.",no,None of this information is apparent in the document.,Extrinsic Information,marginal
2250,Contract details,model_C,"The contract details include the scope of work, materials to be used, construction methods, quality control, inspection and testing, warranties, and payment terms.",no,None of this information is apparent in the document.,Extrinsic Information,marginal
2252,Contract details,model_D,"The contract details include a budget of $1,690,000 and a timeline of 365 days for completion.",no,None of this information is apparent in the document.,Extrinsic Information,marginal
2258,Contract details,model_E,"Additionally, it includes public comments in support of the project and mentions the city's lack of knowledge about certain allegations.",no,"While the city board members claim to not know anything about the allegations, their ""lack of knowledge"" is NOT due to an actual lack of knowledge, but that they do not take the accusations seriously and they do not warrant the respect of being knowledgeable about the situation.",Extrinsic Information,marginal
2261,Pipeline replacement,model_A,The project has been divided into six phases and the Coastal Commission has blessed it.,no,"""divided into six phases and the Coastal Commission has blessed it"" is related to another project mentioned in the document (Item 12: adopt plans and specifications for the Naples Island permanent seawall repairs), not the pipeline replacement project (Item 13).",Nuanced Meaning Shift,marginal
2262,Pipeline replacement,model_B,The document recommends adopting plans and specifications for the replacement of a pipeline in Naples Island.,no,"The text only briefly mentions item 13, which is to adopt a recommendation for pipeline replacement and does not indicate that the project would take place in Naples Island.",Extrinsic Information,marginal
2265,Pipeline replacement,Model-Extra,The city council adopted plans to replace deteriorating pipelines around Naples Island.,no,"The text only briefly mentions item 13, which is to adopt a recommendation for pipeline replacement, and there is no mention of deteriorating pipelines around Naples Island.",Extrinsic Information,marginal
2267,Pipeline replacement,Model-Extra,The council approved the first phase and authorized the city manager to contract with HRB Inc. for pipeline replacement.,no,The pipeline replacement is only briefly mentioned and there is no vote to approve the first phase of the project.,Extrinsic Information,marginal
2276,Hrb Inc,model_A,"Another speaker, Maureen Poe, thanks the council and vice mayor for their work on the seawall project and requests approval of the plans and specifications for pipeline replacement by Hrb Inc.",no,"Maureen Poe does not requests the approval of the plans and specifications for pipeline replacement by Hrb Inc within the document. At the end of the document Item 13 is presented that is related to this plans, but it is not discussed within the document.",Extrinsic Information,marginal
2278,Hrb Inc,model_C,Hrb Inc. is a contractor that has been selected to replace the pipeline on Naples Island.,no,"The document does not suggest that the pipeline project is for Naples Island. The seawall repairs project discussed in the document takes place in Naples Island, but not this project.",Mis-Referencing,marginal
2279,Hrb Inc,model_C,The city manager is authorized to contract with them for the project.,no,"Item 13 recommends to adopt plans and specifications that authorize the city manager to contract with Hrb, but it has not yet passed, so ""is authorized"" is not accurate description.",Nuanced Meaning Shift,marginal
2280,Hrb Inc,model_C,The estimated cost is $2.2 million.,no,The estimated cost is not mentioned in the source.,Extrinsic Information,marginal
2281,Hrb Inc,Model-Extra,The city council approved plans to hire contractor Hrb Inc. to replace deteriorating pipelines in the Naples Island neighborhood.,no,"1. The approval of the plans to hire contractor Hrb Inc. to replace deteriorating pipelines is not in the source document. Item 13 is presented, but not discussed or voted on yet.
2. The document does not suggest that the pipeline project is for Naples Island. The seawall repairs project discussed in the document takes place in Naples Island, but not this project.",Extrinsic Information,marginal
2284,Hrb Inc,model_D,The document provides information on the company's qualifications and experience.,no,"The source document does not mention ""company's qualifications and experience""",Extrinsic Information,marginal
2285,Hrb Inc,model_D,The motion to adopt the plans and specifications for the pipeline replacement has been approved.,no,"The motion is not voted on in the source document. The pipeline replacement is only briefly mentioned, so the claim that it has been approved is not grounded in the source.",Extrinsic Information,marginal
2287,Hrb Inc,model_E,"The company will be responsible for the design, permitting, and construction of the pipeline replacement project.",no,"The document does not include the information on responsibilities of Hrb Inc, so the claim that they will be responsible for ""design, permitting, and construction of the pipeline replacement project"" is not grounded in the source.",Extrinsic Information,marginal
2288,Hrb Inc,model_E,The project will involve replacing two water transmission pipelines in Long Beach.,no,"The document has not information what the pipeline replacement project will include, so there is no way to verify the claim that ""two water transmission pipelines"" will be replaced.",Extrinsic Information,marginal
2292,Council Meeting Proceedings,Model-Extra,"A block vote passed Resolutions 774-777, 676, 769-779, 777, 771, 759.",no,No bill named 771 passed.,Extrinsic Information,main
2299,Council Meeting Proceedings,model_B,"The council members also discuss and vote on individual bills, with some being defeated.",no,"Only one bill got defeated, not 'some'. All bills of the block vote passed.",Nuanced Meaning Shift,main
2304,Council Meeting Proceedings,model_D,"Various council members make motions and seconds, and items are voted on, some of which are passed and some of which are defeated.",no,Only one bill was defeated. All bills in the block vote were passed.,Nuanced Meaning Shift,main
2307,Council Meeting Proceedings,model_E,"The motion to defeat Council Bill 680 was carried, and all items were passed or defeated in a block vote.",no,"This sentence might be trying to say what the result of a block vote can be, but in the context of the document, none of the block vote bills were defeated.",Nuanced Meaning Shift,main
2308,Council Meeting Proceedings,model_E,"There were no public hearings or objections from council members, and the meeting was adjourned.",no,"There is no indication that the meeting was adjourned, only that they would not take a recess.",Reasoning Error,main
2313,Vote Results and Discussions,model_B,Council members discuss and vote on resolutions and bills for final passage.,no,"The sentence is overly broad. Some of the bills/resolutions being discussed and voted on are for final passage but while there are other bills being discussed and voted on, it's not specifically mentioned they are for final passage.",Extrinsic Information,main
2316,Vote Results and Discussions,model_C,"The motions were adopted and placed on final consideration, and all items were passed with 12 nays and zero I's.",no,"Not all motions were being put up for final consideration and regardless of being up for final consideration, not all of them passed with 12 nays and 0 ayes (misspelled as ""I's"").",Nuanced Meaning Shift,main
2343,Establishment of Seattle Renters Commission,model_A,The commission will be staffed through the Department of Neighborhoods and outreach to fill vacancies will begin in April 2023.,no,The year 2023 is not mentioned in the document.,Extrinsic Information,main
2356,Establishment of Seattle Renters Commission,model_D,"Seattle City Council passed a bill establishing the Seattle Renters Commission, consisting of 15 members appointed by the Mayor, City Council, and the Department of Neighborhoods.",no,"The members are appointed by the Mayor, City Council, the commission, and the Get Engaged program, not the Department of Neighborhoods. The members are staffed through the Department of Neighborhood administratively.",Mis-Referencing,main
2362,Representation of Renters Interests,model_A,"The document is a report from the Affordable Housing Neighborhoods and Finance Committee, recommending the passage of a bill to establish the Seattle Renters Commission.",no,"This document is not the report of the Affordable Housing Neighborhoods and Finance Committee. Rather, this document discusses the report.",Nuanced Meaning Shift,main
2364,Representation of Renters Interests,model_A,"It will be comprised of 15 members appointed by the Mayor, City Council, and Department of Neighborhoods, and one member appointed through the Get Engaged program.",no,"1. This summary sentence implies that there are a total of 16 members (15 + 1), when the accurate figure according to the text is 15.
2. The members are appointed by the Mayor, City Council, the commission, and the Get Engaged program, not the Department of Neighborhoods.","Reasoning Error, Nuanced Meaning Shift",main
2368,Representation of Renters Interests,model_B,"The commission will be made up of 15 members, including six appointed by the mayor, six appointed by the city council, and two appointed by the commission.",no,"All appointment numbers are correct but the sentence is misleading. There are 15 members but the sentence only mentioned (6+6+2=14). According to the document, the sentence missed ""the final member young adult appointed through the Get Engaged program"".","Reasoning Error, Nuanced Meaning Shift",main
2370,Representation of Renters Interests,model_B,The commission will be staffed through the Department of Neighborhoods and outreach about the commission and applications for appointments will begin in April 2023.,no,"The text just says ""April"" not ""April 2023""",Extrinsic Information,main
2381,Representation of Renters Interests,model_E,"The Commission will be comprised of 15 members, with appointments made by the Mayor, City Council, and the YMCA's Get Engaged program.",no,Not incorrect per se. There is a missing piece of information: 2 members appointed by the commission.,Nuanced Meaning Shift,main
